TRIP_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_L,BIOVOLUME_UM3L
PHB20111117,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,30,1963493750
PHB20111117,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,201,710392.04
PHB20111117,Prasinophytes,Flagellate,,,17329,13791,3610472.31
PHB20111117,Proboscia alata,Centric diatom,Proboscia,alata,149168,903,59928578.14
PHB20111117,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,201,411501.17
PHB20111117,Protoperidinium oceanicum,Dinoflagellate,Protoperidinium,oceanicum,110240,100,141580989.33
PHB20111117,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,110245,602,23020769.37
PHB20111117,Prymnesiophytes,Flagellate,,,115057,16299,8534129.23
PHB20111117,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,3611,722200
PHB20111117,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,2508,752400
PHB20111117,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,301,33285774.37
PHB20111117,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1505,7092139.43
PHB20111117,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,903,370682.49
PHB20111117,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,401,200500
PHB20111117,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,50,28627.74
PHB20111117,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,100,2094393.33
PHB20111117,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,100,28274310
PHB20111117,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,837459,201,3525649.38
PHB20111117,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,13791,4159264.1
KAI20090601,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,62,381766.02
KAI20090601,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,41,1703448.64
KAI20090601,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,392,2309068.65
KAI20090601,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,619,233357.31
KAI20090601,Chrysophyceae,Flagellate,,,146230,165,129590.59
KAI20090601,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,144,48778839.61
KAI20090601,Corethron pennatum,Centric diatom,Corethron,pennatum,341496,83,2433685.05
KAI20090601,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,21,14250252.24
KAI20090601,Cryptophyta < 10 µm length,Flagellate,,,17638,3096,2431590.66
KAI20090601,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,41,8200
KAI20090601,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,186,21255647.39
KAI20090601,Flagellate <10 µm fusiform,Flagellate,,,146222,55734,32830008.2
KAI20090601,Flagellate <10 µm round,Flagellate,,,146222,117661,7700887.94
KAI20090601,Grammatophora spp.,Pennate diatom,Grammatophora,spp.,149335,21,84000
KAI20090601,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,41,326521.16
KAI20090601,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,21,4123336.88
KAI20090601,Guinardia striata,Centric diatom,Guinardia,striata,149113,165,13995783.45
KAI20090601,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,41,30226.28
KAI20090601,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,124,12855386.28
KAI20090601,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,21,303065.26
KAI20090601,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,1073,10112778.21
KAI20090601,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,103,2426878.28
KAI20090601,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,41,84562.5
KAI20090601,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,21,126000
KAI20090601,Prasinophytes,Flagellate,,,17329,2064,540353.48
KAI20090601,Proboscia alata,Centric diatom,Proboscia,alata,149168,186,12344092.51
KAI20090601,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,41,83938.05
KAI20090601,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,110245,21,803050.09
KAI20090601,Prymnesiophytes,Flagellate,,,115057,7225,3782997.96
KAI20090601,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,1486,297200
KAI20090601,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,165,7464417.84
KAI20090601,Rhizosolenia styliformis,Centric diatom,Rhizosolenia,styliformis,149629,21,39913900.95
KAI20090601,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,21,65973.39
KAI20090601,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,165,94471.54
KAI20090601,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,41,2460000
KAI20090601,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,6193,1867763.22
NSI20090916,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,85,523388.89
NSI20090916,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,256,10636167.1
NSI20090916,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,2477,14590722.06
NSI20090916,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,2307,869717.78
NSI20090916,Chrysophyceae,Flagellate,,,146230,43,33772.09
NSI20090916,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,299,101283840.58
NSI20090916,Cryptophyta < 10 µm length,Flagellate,,,17638,11390,8945677.53
NSI20090916,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,1367,273400
NSI20090916,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,2050,234269231.96
NSI20090916,Flagellate <10 µm fusiform,Flagellate,,,146222,68342,40256726.96
NSI20090916,Flagellate <10 µm round,Flagellate,,,146222,96817,6336652.48
NSI20090916,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,43,8443023.13
NSI20090916,Guinardia striata,Centric diatom,Guinardia,striata,149113,1410,119600331.3
NSI20090916,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,85,62664.25
NSI20090916,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,384,1634255.12
NSI20090916,Odontella spp. <25 µm cell length,Centric diatom,Odontella,spp.,148963,43,303948.83
NSI20090916,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,115088,17085,1932266.35
NSI20090916,Prasinophytes,Flagellate,,,17329,1424,372802.01
NSI20090916,Proboscia alata,Centric diatom,Proboscia,alata,149168,43,2853741.82
NSI20090916,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,85,174017.91
NSI20090916,Prymnesiophytes,Flagellate,,,115057,12814,6709389.04
NSI20090916,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,8286,1657200
NSI20090916,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,726,80283960.77
NSI20090916,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,171,537211.89
NSI20090916,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,384,219861.03
NSI20090916,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,9966,3005672.25
PHB20091018,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,175,7270817.36
PHB20091018,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,350,131946.78
PHB20091018,Chrysophyceae,Flagellate,,,146230,350,274889.13
PHB20091018,Cryptophyta < 10 µm length,Flagellate,,,17638,17500,13744456.25
PHB20091018,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,3325,665000
PHB20091018,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,175,19998592.97
PHB20091018,Flagellate <10 µm fusiform,Flagellate,,,146222,150500,88651742.81
PHB20091018,Flagellate <10 µm round,Flagellate,,,146222,367500,24052798.44
PHB20091018,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,1400,11149502.91
PHB20091018,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,175,34361140.63
PHB20091018,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,333,34522932.51
PHB20091018,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,1575,6702999.51
PHB20091018,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,40950,14472912.43
PHB20091018,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,175,4123336.88
PHB20091018,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,53,3468838958.33
PHB20091018,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,175,618500.53
PHB20091018,Prasinophytes,Flagellate,,,17329,8750,2290742.71
PHB20091018,Proboscia alata,Centric diatom,Proboscia,alata,149168,3675,243895376.16
PHB20091018,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,175,358272.16
PHB20091018,Prymnesiophytes,Flagellate,,,115057,66500,34819289.17
PHB20091018,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,3500,700000
PHB20091018,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,21525,6457500
PHB20091018,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,847,347694.43
PHB20091018,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,350,21000000
PHB20091018,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,7000,2111148.48
NSI20091101,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,1685,10375415.13
NSI20091101,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,5955,35077815.84
NSI20091101,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,9438,3558039.17
NSI20091101,Chrysophyceae,Flagellate,,,146230,225,176714.44
NSI20091101,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,56,18969548.74
NSI20091101,Cryptophyta < 10 µm length,Flagellate,,,17638,3745,2941313.64
NSI20091101,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2360,472000
NSI20091101,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,4045,462253191.85
NSI20091101,Flagellate <10 µm fusiform,Flagellate,,,146222,63670,37504694.12
NSI20091101,Flagellate <10 µm round,Flagellate,,,146222,280899,18384781.03
NSI20091101,Guinardia striata,Centric diatom,Guinardia,striata,149113,1573,133426468.89
NSI20091101,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,674,9726951.69
NSI20091101,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,2360,10043859.58
NSI20091101,Prasinophytes,Flagellate,,,17329,3745,980437.88
NSI20091101,Proboscia alata,Centric diatom,Proboscia,alata,149168,1573,104393857.6
NSI20091101,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,112,229294.18
NSI20091101,Prymnesiophytes,Flagellate,,,115057,22472,11766301.75
NSI20091101,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,5506,1101200
NSI20091101,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,674,202200
NSI20091101,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1348,60982031.81
NSI20091101,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,2247,922395.96
NSI20091101,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,112,351858.08
NSI20091101,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,112,6720000
NSI20091101,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,9363,2823811.89
KAI20100112,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,2188,315765137.89
KAI20100112,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,112,659733.9
KAI20100112,Chrysophyceae,Flagellate,,,146230,22,17278.75
KAI20100112,Cryptophyta < 10 µm length,Flagellate,,,17638,8929,7012814.28
KAI20100112,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,45,5142495.34
KAI20100112,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,45,329866.95
KAI20100112,Flagellate <10 µm fusiform,Flagellate,,,146222,98214,57852772.55
KAI20100112,Flagellate <10 µm round,Flagellate,,,146222,200893,13148405
KAI20100112,Guinardia striata,Centric diatom,Guinardia,striata,149113,179,15183304.47
KAI20100112,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,1250,18039598.83
KAI20100112,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,89,3145516.99
KAI20100112,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,89,378772.67
KAI20100112,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,201,1894378.77
KAI20100112,Nitzschia closterium - INVALID use Ceratoneis closterium,Pennate diatom,Nitzschia,closterium,149610,22,11880
KAI20100112,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,22,665231.68
KAI20100112,Prasinophytes,Flagellate,,,17329,6696,1753007.22
KAI20100112,Proboscia alata,Centric diatom,Proboscia,alata,149168,357,23692693.68
KAI20100112,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,45,92127.13
KAI20100112,Prymnesiophytes,Flagellate,,,115057,24554,12856433.48
KAI20100112,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,625,125000
KAI20100112,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,45,13500
KAI20100112,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,45,4976278.56
KAI20100112,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,149116,67,18943787.7
KAI20100112,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,22,103672.47
KAI20100112,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,134,55007.15
KAI20100112,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,156,490088.04
KAI20100112,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,22,1320000
KAI20100112,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,3348,1009732.16
NSI20100121,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,109473,1048,3394608.91
NSI20100121,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,95,584964.06
NSI20100121,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,95,559595.72
NSI20100121,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,429,161729.05
NSI20100121,Chrysophyceae,Flagellate,,,146230,48,37699.08
NSI20100121,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,143,48440097.67
NSI20100121,Coscinodiscus radiatus,Centric diatom,Coscinodiscus,radiatus,149158,95,16116356.7
NSI20100121,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,48,32572005.12
NSI20100121,Cryptophyta < 10 µm length,Flagellate,,,17638,1905,1496182.24
NSI20100121,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,1571,314200
NSI20100121,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,238,27198086.44
NSI20100121,Flagellate <10 µm fusiform,Flagellate,,,146222,45714,26927745.99
NSI20100121,Flagellate <10 µm round,Flagellate,,,146222,125714,8227955.11
NSI20100121,Fragilaria spp.,Pennate diatom,Fragilaria,spp.,149028,48,14547.13
NSI20100121,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,333,245496.41
NSI20100121,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,95,9848884.65
NSI20100121,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,95,1371009.51
NSI20100121,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,1286,12120254.22
NSI20100121,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,143,294937.5
NSI20100121,Proboscia alata,Centric diatom,Proboscia,alata,149168,95,6304778.43
NSI20100121,Prymnesiophytes,Flagellate,,,115057,13333,6981136.58
NSI20100121,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,3667,733400
NSI20100121,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,48,2171467.01
NSI20100121,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,286,1347742.11
NSI20100121,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,333,1046149.47
NSI20100121,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,857,490679.44
NSI20100121,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,7619,2297834.32
YON20100413,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,93,572649.03
YON20100413,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,210,1237001.06
YON20100413,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,163,61449.5
YON20100413,Chrysophyceae,Flagellate,,,146230,47,36913.68
YON20100413,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,23,15607419.12
YON20100413,Cryptophyta < 10 µm length,Flagellate,,,17638,5599,4397440.6
YON20100413,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,1306,261200
YON20100413,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,70,7999437.19
YON20100413,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,47,1302314.72
YON20100413,Flagellate <10 µm fusiform,Flagellate,,,146222,83988,49472973.92
YON20100413,Flagellate <10 µm round,Flagellate,,,146222,201572,13192845.41
YON20100413,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,149313,117,164026.34
YON20100413,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,23,183170.4
YON20100413,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,47,9228420.63
YON20100413,Guinardia striata,Centric diatom,Guinardia,striata,149113,47,3986677.71
YON20100413,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,93,68562.06
YON20100413,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,47,678288.92
YON20100413,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,443,1885351.61
YON20100413,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,163,1536237.51
YON20100413,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,303,397687.5
YON20100413,Odontella spp. ~50 µm cell length,Centric diatom,Odontella,spp.,148963,9,477128.98
YON20100413,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,93,558000
YON20100413,Prasinophytes,Flagellate,,,17329,3733,977296.29
YON20100413,Proboscia alata,Centric diatom,Proboscia,alata,149168,23,1526420.04
YON20100413,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,47,96221.67
YON20100413,Prymnesiophytes,Flagellate,,,115057,2800,1466075.33
YON20100413,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,723,144600
YON20100413,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,47,14100
YON20100413,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,149116,23,6503091.3
YON20100413,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,70,3166722.72
YON20100413,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,467,267383.08
YON20100413,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,6532,1970003.12
YON20091215,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,49,301718.3
YON20091215,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,73,3032969.53
YON20091215,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,341,2008654.11
YON20091215,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,171,64465.43
YON20091215,Chrysophyceae,Flagellate,,,146230,24,18849.54
YON20091215,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,24,16286002.56
YON20091215,Cryptophyta < 10 µm length,Flagellate,,,17638,3897,3060694.06
YON20091215,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,633,126600
