SAMPLE,DEPTH_M,SST,CHLA
220-18,-4463.895869,0.94,0.175235108
220-21,-4467.471688,0.97,0.144704461
402-21,-2763.350625,15.6102019,0.347052753
7-41,-1457.628963,22.5,0.453856498
108-34,-3084.348125,19.4508268,(null)
221-5,0.1121,14.25,0.495213896
7-69,-834.8993875,18.93,0.316884518
116-9,-5393.314363,18.68,0.103134304
130-17,-4757.200744,16.14,0.887864888
146-49,-4188.686869,3.64,0.124536335
147-59,0.1121,8.07,0.212019712
156-5,0.1121,5.46,0.143290624
159-61,0.1121,2.01,0.068493314
160-8,0.1121,2.98,0.138138831
163-28,0.1121,10.29,0.286696404
164-10,0.1121,5.34,0.159298897
167-3,0.1121,11.46,0.148503035
165-10,-3276.564644,13.07,0.494869828
162-19,0.1121,7.9,0.208092585
189-17,0.1121,14.74,0.358054936
189-89,0.1121,15.07,0.263899773
209-3,0.1121,2.5,0.146863699
206-9,-92.03875,21.34,0.302822679
215-90,-3731.582175,9.23,0.2081815
220-44,-4360.90115,0.62,0.205223367
219-52,-4199.238038,3.23,(null)
221-74,0.1121,11.49,0.1708211
385-65,-70.8,15.689438,0.471862853
385-69,-62.385,15.5630491,0.612482965
367-45,-4533.05875,17.3,0.123058736
332-61,-119.81,23.46,0.269210488
298-13,-187.765,21.47,0.384053588
307-13,-31.724375,14.68,0.29764846
300-41,-1550.87625,17.97,0.175097927
315-11,-4406.825419,11.93,0.385212958
315-12,-4407.289056,12.06,0.397839665
315-50,0.1121,13.46,0.370829731
316-57,-4100.46375,12.02,0.127263263
316-69,-4321.374375,12.29,0.253833383
322-13,-148.031875,20.62,0.236235797
408-69,-5564.64,16.0258269,0.256167948
359-73,0.1121,9.78,0.203978017
297-21,-76.106875,24.65,0.151054963
148-9,0.1121,(null),(null)
381-37,-4508.14375,12.8579797,0.255942643
221-34,0.1121,12.97,0.207061857
362-49,-75.11625,22.6312434,0.32327804
366-49,-4856.42,16.4,0.104716577
160-26,-4389.55175,3.04,(null)
163-60,0.1121,9.73,0.133420065
166-17,0.1121,2.77,0.120814189
3-78,-144.11875,21.4929101,(null)
2-34,-3021.796875,19.6545073,(null)
43-49,-1796.878256,23.22,0.261054426
61-9,-420.8424,23.19,0.149731591
51-61,-1149.1257,20.81,0.501414537
12-62,-190.61,22.3072156,(null)
65-21,-96.72125,29.21,0.134504214
190-37,-1579.922619,18.45,0.338387191
307-25,-101.64125,15.57,0.377866685
305-29,-1552.18125,16.4,0.468041033
142-60,0.1121,(null),(null)
164-73,0.1121,2.61,(null)
165-20,-2753.765494,12.31,0.316731215
189-13,0.1121,14.5,0.416571617
208-1,0.1121,9.83,0.271468937
220-55,-4312.342744,-0.2,(null)
220-73,-4461.362556,-0.28,(null)
403-13,-5580.793125,15.851938,0.296348125
140-54,-4053.927444,4.6765216,(null)
139-58,0.1121,(null),(null)
148-33,0.1121,(null),(null)
209-16,0.1121,2.45,0.096014015
332-45,-78.12875,24.88,0.335447133
7-9,-830.8857375,24.3,0.911191404
89-32,0.1121,6.93,0.114346743
82-69,-951.0647813,26.41,0.128975973
67-9,-4.11034375,14.02,0.524176717
192-41,-4640.517175,15.58,(null)
86-43,0.1121,9.72,0.127677083
87-17,0.1121,6.31,0.264636606
90-11,0.1121,4.98,0.159398451
92-21,0.1121,6.43,0.117143579
92-30,-3714.367613,6.1,0.106847823
93-7,0.1121,9.19,0.17104201
93-51,0.1121,8.95,0.188530102
185-17,-482.7452313,20.79,0.197800875
119-25,-5264.837463,15.81,0.349013925
127-25,-2034.333038,15.76,0.190648735
131-9,-4686.419113,13.97,0.545511127
144-23,-3299.493413,4.48,0.12857917
158-81,0.1121,-0.01,0.31634602
159-12,0.1121,1.05,(null)
155-11,0.1121,6.37,0.150077298
167-43,0.1121,13.22,0.212601259
165-8,0.1121,13.35,0.994764686
162-55,-3602.927406,9.89,(null)
189-109,0.1121,16.27,0.225695878
209-15,0.1121,2.35,0.095033132
215-33,-4625.504794,9.92,0.316326946
215-39,-4643.534038,9.87,(null)
215-55,0.1121,10.01,0.301636577
219-22,-4432.721344,3.96,0.185071617
221-30,0.1121,13.51,0.452659577
362-57,-66.755625,22.4933267,0.192582712
366-57,-5074.273125,16.41,0.154043213
299-13,-69.899375,15.82,(null)
392-13,-4244.595625,16.7678407,0.469059318
270-1,-99.0475,19.17,0.201611325
270-21,-1557.39,19.3,0.12294367
373-101,-5611.225,15.0946463,0.134588376
403-65,-5531.999375,16.1316602,0.266515553
349-29,-367.394375,13.17,0.194588214
271-61,-126.9875,23.84,0.236570016
321-10,0.1121,12.2,0.466503918
302-69,-118.623125,19.71,0.264154255
305-69,-66.23875,13.2,0.541331828
354-49,-55.1125,24.8807572,0.279123425
308-85,-795.05625,17.95,0.217003331
139-66,0.1121,(null),(null)
221-32,0.1121,13.19,0.376764446
147-63,0.1121,8.3,0.160697252
156-14,0.1121,4.5,0.156323984
158-7,0.1121,2.32,0.175545901
159-72,0.1121,2.09,0.251729906
161-41,-4190.1206,6.03,0.165308043
164-26,0.1121,4.89,(null)
165-70,-4221.249119,10.53,0.309646994
167-29,-1560.176056,12.26,0.232875645
3-85,-682.1411125,18.25,0.310913593
8-9,-1129.194513,19.3,0.257811338
18-34,-190.46375,22.3072156,(null)
18-45,-832.473925,23.72,0.464433014
18-53,-731.502175,23.63,0.567180157
18-57,-752.1466813,23.99,0.38815099
83-6,-155.751875,20.5170073,(null)
86-3,-4090.50045,10.81,(null)
86-8,0.1121,11.28,0.209749475
86-39,0.1121,10.18,0.099155173
88-11,0.1121,3.52,0.137879744
91-14,0.1121,1.97,0.087164603
146-11,0.1121,1.88,0.099920928
146-32,0.1121,2.99,0.08910013
358-93,-55.948125,15.5195074,0.255408257
309-37,-477.2556,22.24,0.946809411
300-21,-106.005625,17.58,0.342577815
339-21,-47.015,24.3626322,0.517906904
142-51,0.1121,(null),(null)
216-12,-3578.014463,8.72,0.230297327
216-62,0.1121,7.38,0.16350016
215-17,-4775.507775,10.35,0.309117973
220-11,-4455.404175,1.36,0.156551078
220-82,-4502.198744,-0.37,(null)
402-37,-5295.409375,15.1587436,0.195087865
149-39,-3068.931644,6.1966604,(null)
140-29,-3985.018169,3.4692299,(null)
140-72,-4409.964338,5.5152021,(null)
150-4,-3729.363644,4.0316605,(null)
149-55,0.1121,(null),(null)
43-18,-96.069375,23.0620073,(null)
7-21,-721.5201313,23.03,0.407454908
67-16,0.1121,14,0.219007269
4-2,-140.28125,21.0213129,(null)
8-6,-187.545625,20.703674,(null)
177-65,-568.7791,18.08,0.641872108
4-5,0.1121,18.52,0.261930674
4-10,-537.67875,20.3141601,(null)
51-14,-90.498125,23.0056878,(null)
9-13,-38.939,20.09,0.42079857
43-25,-814.3532813,23.47,0.290141225
13-61,-1356.767175,17.5,0.453297049
51-74,-119.991875,22.0476323,(null)
7-37,-1040.119819,23.44,0.346442163
76-1,-10.880075,17.81,0.307680398
94-31,-3417.52565,12.22,0.192752615
87-19,0.1121,6.34,0.284518123
87-24,0.1121,6.18,0.161924168
88-7,0.1121,3.37,0.140885338
90-14,0.1121,4.81,0.164275214
117-1,-5519.27601,18.32,0.122181147
131-17,-4513.464663,14.28,(null)
136-9,-615.6406,17.06,0.235060483
144-66,0.1121,3.49,0.105036303
160-72,0.1121,4.32,0.213943899
161-59,-4439.521519,7.06,(null)
163-13,0.1121,11.24,0.211236015
163-33,0.1121,10.29,0.253975213
163-38,0.1121,10.29,0.238442913
167-24,-2003.557669,12.11,0.279351681
166-52,-3279.611031,3.04,0.123140782
164-43,0.1121,3.96,(null)
165-35,-3611.5482,10.41,0.26984784
207-54,0.1121,10.09,(null)
207-76,0.1121,9.28,(null)
176-9,-740.4993625,25.38,0.13542293
209-33,0.1121,2.23,0.128257975
213-85,-76.715625,15.06,0.159887791
215-19,0.1121,9.77,0.30341658
206-29,-90.609375,19.8,0.347389132
219-16,-4397.079125,3.63,0.172749549
220-43,-4365.6085,0.54,0.202363744
219-69,-4272.542956,1.95,0.173690096
308-17,-4815.409375,15.2,0.258483469
384-9,-53.269375,22.4157573,0.45980671
241-53,-84.1275,16.1236047,0.926436782
381-9,-2328.499375,13.387563,0.528545856
332-49,-87.474375,24.29,0.401934624
372-21,-80.3975,22.49,0.150466546
373-45,-4330.761875,15.3845074,0.15947713
344-77,-57.45625,12.59,0.567272186
349-1,-74.17125,11.99,0.567392945
364-13,-223.269375,19.99,0.294098228
358-53,-90.438125,18.6949935,0.315259784
309-13,-76.296875,21.93,0.673228621
321-34,-4621.922481,11.52,0.233066112
321-61,-4012.765625,9.91,0.23964259
315-40,-3289.908625,13.19,0.276409417
302-49,-123.756875,22.09,0.419820398
336-9,-4832.990625,11.8385353,0.167889759
336-25,-3494.831875,11.7608964,0.253319144
359-21,-4583.236875,12.09,0.361436129
296-9,-41.04625,25.98,0.270371854
148-44,0.1121,(null),(null)
149-64,-3002.785525,4.8896466,(null)
141-9,-4248.737506,5.5699938,(null)
141-74,0.1121,(null),(null)
141-48,0.1121,(null),(null)
220-86,-4551.8297,2.6055494,(null)
221-72,0.1121,11.58,0.222915992
156-10,0.1121,4.47,0.143896997
157-1,0.1121,4.26,0.190074384
161-60,-4424.964488,7.03,(null)
165-61,-4358.505063,10.63,0.283107758
43-37,-1102.528306,23.35,0.260600448
8-69,-161.1306125,14.32,0.653417587
94-36,-3869.62341,12.82,0.293335915
91-8,0.1121,2.02,0.194611132
117-17,-5521.290969,16.99,0.156361282
296-57,-307.48625,26.69,0.109062284
265-25,-5353.62375,15.7486047,0.19966051
265-69,-2384.665625,17.7122157,0.218632147
316-66,-4377.911225,11.5322853,0.149979919
322-1,-126.311875,21.21,0.175554663
336-33,-2380.341875,12.2749936,(null)
142-25,0.1121,(null),(null)
142-55,0.1121,(null),(null)
187-9,0.1121,13.01,0.282034069
164-88,-4430.512556,2.52,0.156521082
403-25,-5598.816875,15.5690908,0.259156704
140-40,-3880.533363,3.5156188,(null)
140-74,-4395.594813,5.5683966,(null)
304-9,-101.239375,22.04,0.311728835
139-39,0.1121,(null),(null)
148-71,-4410.013681,11.3840909,(null)
6-21,-2518.587356,17.14,0.367575407
13-1,-368.0986188,21.44,0.229903892
3-1,0.1121,20.21,0.338148445
54-33,-219.9565,13.8,0.467674226
194-53,-1264.090481,24.35,0.091702305
191-29,0.1121,14,(null)
209-30,0.1121,2.35,0.11055816
51-37,-934.6595563,20.77,0.511293769
5-1,0.1121,20.76,0.308047265
67-6,0.1121,14.1,0.53614229
67-25,-487.7741063,14.01,0.266894013
77-25,-3008.463281,21.55,0.155448809
86-73,-3527.534563,6.96,0.152619585
88-10,0.1121,3.63,0.137538403
82-68,-964.3709375,25.3244378,(null)
131-25,-4116.820156,15.13,0.507877648
145-41,0.1121,0.7,0.237556934
144-29,-3453.643625,4.55,0.120287351
144-82,0.1121,2.84,0.138568237
157-40,0.1121,2.62,0.146414295
158-61,0.1121,0.63,0.314754128
159-52,0.1121,1.84,0.34676972
159-58,0.1121,2.02,(null)
160-21,-4415.715731,2.86,0.179805785
163-34,0.1121,10.28,0.265357733
167-48,0.1121,14.33,0.181877315
166-46,-3350.6434,3.25,0.130917519
169-29,-1543.471531,16.02,0.42414549
178-61,-47.4425,18.15,0.573195338
187-21,0.1121,13.38,0.253948987
162-62,-3608.449156,9.66,0.229923069
208-40,0.1121,12.02,0.244247213
191-53,0.1121,14.32,0.149731174
209-85,0.1121,0.34,0.13659513
219-37,-4399.79555,3.42,0.190120116
268-13,-161.98375,24.13,0.357699931
268-41,-107.36875,21.52,0.322648883
332-9,-75.569375,26.71,0.185990527
373-77,-5444.38,15.5088824,0.146549121
344-93,-74.191875,12.53,0.591725707
402-49,-5453.0475,15.7363824,0.304143459
315-10,-4399.068831,11.92,0.426928282
360-73,-3854.7825,11.52,0.206326097
360-81,-3840.5775,11.3,(null)
150-10,0.1121,(null),(null)
149-26,-3294.711894,7.9214521,(null)
140-60,-4182.422513,4.7813827,(null)
141-2,-4328.485175,5.5967299,(null)
141-67,0.1121,(null),(null)
398-45,-50.0325,24.7621461,0.39135769
221-40,0.1121,13.18,0.177035645
221-68,0.1121,11.92,0.189219892
362-77,-136.016875,22.2520073,0.13845101
241-85,-39.104375,16.5959658,0.251290143
147-53,0.1121,7.29,0.12692906
147-67,0.1121,8.39,0.139757559
157-34,-4696.815006,2.84,0.132029578
161-34,0.1121,5.68,0.139437675
161-76,0.1121,6.54,0.135501817
167-4,0.1121,11.46,(null)
43-29,-891.1756813,23.56,0.344898492
18-38,-148.79625,22.3263823,(null)
68-73,-687.7296688,14.51,0.576591492
100-10,-437.35,20.368049,(null)
52-29,0.1121,14.22,0.24288784
83-81,-38.07921875,18.75,0.374325156
90-10,0.1121,4.98,0.193082973
91-2,0.1121,1.61,0.179151192
98-29,-891.9364438,23.63,0.37408331
117-33,-5540.244419,17.5,0.27433157
302-81,-86.753125,18.96,0.524726033
142-63,0.1121,(null),(null)
149-82,-3478.352675,4.5017299,(null)
149-30,-3260.841463,7.2745076,(null)
166-24,0.1121,2.91,0.14667137
170-73,-5371.772306,18.3,0.157149985
208-2,0.1121,9.79,0.282215774
344-53,-419.08375,15.28,0.312848896
346-57,-4211.865,19.76,0.342917442
143-67,0.1121,(null),(null)
143-13,0.1121,(null),(null)
149-29,-3260.476925,7.4450632,(null)
13-50,-141.189375,18.0529796,(null)
209-35,0.1121,2.2,0.133393809
12-10,-169.935,23.2157573,(null)
76-41,-628.3352125,17.24,0.17796351
14-21,-670.0040688,26.47,0.103901088
53-53,-4026.464994,13.63,0.240288749
7-65,-896.3921313,20.84,0.296347737
87-72,0.1121,4.69,0.182434469
93-31,-4122.8721,8.46,0.141190752
108-21,-2717.584231,18.24,0.548702598
145-22,0.1121,1.86,0.277528912
144-13,-3048.696063,4.79,0.126863241
157-25,0.1121,2.86,0.145791158
158-80,0.1121,-0.2,0.289031625
159-69,0.1121,2.03,(null)
159-82,0.1121,2.16,0.309479356
160-12,0.1121,3.11,0.135110065
160-24,-4407.816675,2.85,0.191455364
155-10,-2787.772631,6.22,0.141141459
163-23,0.1121,10.79,0.319399685
165-69,-4254.94665,10.58,0.303425431
166-33,0.1121,3.07,0.125319675
164-63,-4175.611506,3.12,0.132193998
162-17,0.1121,7.83,0.167741597
162-68,0.1121,8.93,(null)
207-58,0.1121,9.66,0.282215774
208-6,0.1121,9.99,(null)
208-21,0.1121,10.24,0.279317498
182-21,-4614.824269,18.94,0.092888579
208-31,0.1121,10.98,0.227856502
176-65,-1100.9654,25.26,0.112221248
216-44,-3448.890044,6.99,0.172682986
216-51,-3387.812381,7.28,0.140374497
215-7,-3549.440475,11.53,0.374832541
215-29,-4592.532881,9.92,0.435240775
215-80,-3812.688675,9.06,0.218835041
219-56,-4245.71195,2.94,(null)
365-41,-58.095,15.8717297,1.416517138
308-37,-4463.759375,16.84,0.36997208
325-61,-4607.491875,18.07,0.130513757
381-29,-4627.715625,13.1547853,0.35913083
403-53,-5604.76125,16.0662435,0.247675419
404-73,-565.505625,18.9625629,0.189206883
271-29,-141.419375,25.5,0.156221807
304-1,-242.773125,21.87,0.326045245
358-57,-100.525625,18.5310352,0.449037105
307-53,-1440.215,15.35,0.274107814
315-2,-4272.189401,11.24,0.320059985
315-57,-2321.96875,14.22,0.418316722
316-13,-2840.14125,8.69,0.079317302
316-61,-4425.65875,12.53,0.158060879
306-61,-56.42625,14.35,0.381290466
330-5,-73.255,19.5,0.151920512
348-49,-371.471875,13.44,0.272738069
296-29,-709.965625,26.14,0.105920292
333-17,-705.894375,24.3694378,0.090437405
148-78,0.1121,(null),(null)
142-83,0.1121,(null),(null)
149-15,0.1121,(null),(null)
143-66,-3185.079569,6.7963132,(null)
140-4,-4310.15825,3.2087438,(null)
392-57,-4501.499375,20.4533268,0.198928967
146-37,0.1121,3.38,0.085811682
146-64,0.1121,4.05,0.12396057
146-74,-3692.876788,3.84,0.115248024
147-13,0.1121,4.68,0.115186334
135-41,-1424.215431,22.54,0.160400957
135-46,-196.44,22.3190906,(null)
156-2,0.1121,5.47,0.122929826
157-3,0.1121,4.37,0.190270111
157-35,-4696.826025,2.89,0.1302021
158-43,0.1121,1.23,0.186247334
163-83,-4085.299681,9.68,0.180538848
164-21,-4312.769306,4.61,(null)
9-21,-44.2797,19.83,0.217066973
8-5,-711.1946438,19.93,0.316633493
90-12,0.1121,5.25,0.248536378
98-9,-629.57865,23.73,0.277490079
118-9,-5552.811556,17.37,0.173888996
146-20,0.1121,2.29,0.115099192
298-33,-691.59375,20.88,0.270409703
311-37,-131.385,24.1071461,0.132596195
300-57,-1869.408125,17.01,0.175399378
316-25,-3152.4625,9.54,0.198341534
354-5,-31.554375,23.1173545,0.237108573
142-58,-3530.181388,9.0488131,(null)
149-8,-3751.202769,9.7613826,(null)
189-105,-4192.195513,16.49,0.172694743
189-125,0.1121,17.35,0.260736018
209-84,0.1121,0.48,0.125145569
215-25,0.1121,9.88,0.302006483
219-3,-4325.707625,5.73,0.183711261
143-25,0.1121,(null),(null)
143-29,0.1121,(null),(null)
143-2,0.1121,(null),(null)
142-57,0.1121,(null),(null)
63-5,-158.8512063,24.22,0.239264533
66-50,-1721.97375,22.1603406,(null)
108-93,-39.32029375,12.68,0.415071726
209-13,0.1121,2.29,0.091175973
209-70,0.1121,0.96,0.196893036
8-74,-66.94125,15.5736741,(null)
15-65,-817.5027625,19.19,0.13549009
6-9,-1174.377163,17.05,0.3007496
77-5,-969.6218875,21.72,0.167846069
83-93,0.1121,18.92,0.233467549
81-65,-82.14121875,17.09,1.132326961
86-11,0.1121,11.15,0.15749599
86-66,-3439.853463,8.14,0.142887563
89-5,0.1121,8.72,0.154074475
65-41,-95.943125,29.71,0.13977851
100-45,-1668.906838,18.34,0.221764416
145-26,0.1121,1.81,0.305010855
146-12,0.1121,2.06,0.108477682
146-60,-4035.015656,4.13,0.179719523
144-19,-3189.053031,4.64,0.128873214
156-27,0.1121,3.85,0.155420616
159-2,0.1121,0.45,(null)
159-34,0.1121,1.51,0.311449438
160-47,-4284.007044,3.53,0.179142147
163-73,0.1121,9.23,0.206609786
169-61,-4678.531313,16.02,0.401107013
178-77,-36.971875,19.37,0.698742509
162-28,0.1121,7.77,0.196621791
208-38,0.1121,11.75,0.261837751
209-36,0.1121,2.15,0.13660349
209-45,0.1121,2.21,0.146891639
215-62,0.1121,9.77,0.293965161
215-66,0.1121,9.57,0.176502541
212-53,-54.905,16.0277019,0.471237332
304-33,-70.045,20.35,0.402566105
385-61,-83.61125,15.881313,0.337406904
324-33,-134.849375,17.46,0.093672901
324-53,-1542.715,16.76,0.114866696
265-21,-5452.710625,15.3662436,0.362500966
321-83,-3913.467906,8.99,0.196353719
245-49,-1388.92125,18.72,0.118485808
316-28,-3158.153781,9.7153409,0.174266502
305-61,-190.520625,15.06,0.344089389
330-41,-102.776875,16.12,0.876111448
139-38,-4390.477513,2.6591605,(null)
148-47,0.1121,(null),(null)
142-86,0.1121,(null),(null)
140-32,-3902.247944,3.4892299,(null)
323-49,-109.345625,16.67,0.243829414
146-50,-4183.483131,3.66,0.141248479
163-89,0.1121,8.92,0.155135885
51-41,-1329.212788,20.14,0.406836569
83-1,0.1121,23.06,0.154233903
116-21,-5357.9646,18.44,0.130522639
239-37,-22.12115,28.86,0.349523574
316-48,-4215.754113,11.1654798,0.137284681
408-37,-5529.014375,15.9021463,0.149104223
216-34,-3539.88155,7.57,0.183822334
212-49,-68.651875,15.9402019,0.299833953
143-65,0.1121,(null),(null)
150-82,0.1121,1.1405494,(null)
69-37,-2166.429031,17.49,0.433080316
5-6,-168.195,23.2898545,(null)
206-61,-167.205,19.08,0.411028802
7-62,-147.320625,22.3263823,(null)
15-49,-759.4127063,20.21,0.21895209
2-5,0.1121,19.9,0.372000694
76-77,-19.7672875,18.34,0.895888448
13-5,-764.44405,21.64,0.156509921
73-21,-1153.329419,15.51,0.681032717
73-17,-874.493125,15.68,0.843120456
83-37,-2178.130675,21.87,0.218503147
88-19,-4640.196663,2.93,0.154013574
93-44,-3434.778644,8.91,0.251875967
100-41,-1911.938756,19.5,0.277382851
108-89,-40.63635625,12.65,0.669167459
147-44,-3174.456888,6.48,0.145365611
144-12,-3029.660056,4.77,0.128282368
160-68,-4357.426681,3.73,0.19377844
193-5,-4631.675,14.11,0.26131767
167-59,0.1121,14.27,0.269981444
166-23,0.1121,2.91,0.137533188
169-69,-4935.672963,16.73,0.222486913
162-42,-3443.227169,8.6,0.139188603
208-11,0.1121,9.54,(null)
208-29,0.1121,11.18,(null)
176-29,-793.4456938,24.75,0.157438591
209-7,0.1121,2.18,0.090651378
209-11,0.1121,2.3,0.138947606
214-69,-54.83,16.1190908,0.184864983
216-13,0.1121,8.54,0.183433354
215-13,0.1121,10.96,0.478039384
220-34,-4380.7061,0.66,(null)
221-52,0.1121,12.55,0.220688164
367-13,-4874.304375,16.52,0.148097709
268-45,-108.12,21.05,1.467866778
332-25,-72.970625,26.08,0.396312982
332-73,-127.12625,23.74,0.234059945
373-57,-5175.818125,15.0087436,0.128542528
404-85,-246.780625,20.0021462,0.160213321
350-5,-1783.6175,15.66,0.230868056
304-13,-87.28375,21.77,0.305949569
350-45,-104.52375,17.88,0.244599029
297-69,-113.938125,23.68,0.363950044
321-33,-4596.82875,11.72,0.22657524
316-64,-4338.349838,11.4523548,0.168844655
359-45,-4492.0725,10.68,0.294162601
366-17,-1549.435625,16.29,0.174901262
148-39,0.1121,(null),(null)
148-52,-2744.5953,11.9958964,(null)
150-17,-4056.63525,4.2351327,(null)
149-33,-3220.222425,6.8050632,(null)
141-20,-4242.253206,5.7342299,(null)
141-46,-4415.908809,6.8127715,(null)
147-70,0.1121,8.23,0.209974363
135-5,-358.6275188,24.49,0.12290021
155-32,-3392.787888,5.49,0.115741134
155-42,-3680.919169,4.83,0.13055712
157-12,-4442.972263,3.91,0.186541244
157-52,0.1121,2.7,0.157648221
158-20,-4578.878875,2.1,0.197007075
158-53,0.1121,0.63,0.320423305
161-21,0.1121,5.63,(null)
163-53,0.1121,10.35,0.155240044
51-2,-61.419375,22.8913823,(null)
76-73,-51.56601875,18.38,0.613099515
69-65,-651.1158188,15.42,0.693827271
77-1,-573.3648375,21.49,0.391920358
77-77,-48.590475,16.91,0.307866037
83-45,-1326.311913,20.56,0.149825782
81-21,-246.0775063,17.41,0.253209323
190-17,-2802.158363,17.29,0.237560272
360-85,-3918.73875,11.04,0.213770658
142-14,0.1121,(null),(null)
164-42,0.1121,4.03,(null)
165-34,-3390.482031,10.37,0.28916949
189-5,0.1121,16.02,0.258682936
189-9,0.1121,14.69,0.188682646
189-77,0.1121,16.51,0.203929499
207-37,-4719.594375,10.58,0.238711163
207-75,0.1121,9.28,(null)
207-16,0.1121,11.49,0.190140456
216-3,0.1121,9.23,0.197111353
216-50,-3391.447075,7.06,0.153786317
219-12,-4410.549406,4.44,0.174356103
346-45,-890.998125,20.31,0.600980699
148-12,-2541.097506,16.2739519,(null)
148-57,-3229.847669,11.7599936,(null)
148-67,-4214.459131,11.5247159,(null)
6-33,0.1121,16.01,0.559437692
45-25,-1444.956506,16.74,0.379851252
15-53,-898.664675,19.79,0.238813594
1-13,-793.2314875,20.45,0.271360993
3-41,-1484.308881,19.63,0.300924242
206-53,-337.4375,18.86,0.415990412
108-94,-73.01125,15.3599936,(null)
112-21,-83.099375,15.2899936,0.640715182
112-25,-89.740625,15.2399936,0.339418918
112-61,-48.274375,15.8999935,0.407608807
12-66,-134.15,22.4449934,(null)
135-42,-255.03125,22.2699934,(null)
135-6,-53.855625,22.5999934,(null)
136-30,-67.12,15.7399935,(null)
136-38,-55.935625,15.7699935,(null)
13-10,-391.461875,20.8399934,(null)
13-42,-511.614375,18.8899935,(null)
13-70,-75.14,15.6699935,(null)
14-26,-114.020625,22.2499934,(null)
14-54,-532.69625,22.2299934,(null)
15-30,-3311.6075,20.4999934,(null)
15-62,-2622.533125,16.5699935,(null)
19-38,-719.49875,19.2199935,(null)
19-46,-135.525,18.2199935,(null)
19-6,-279.36125,20.9799934,(null)
1-22,-626.461875,22.3099934,(null)
1-42,-167.190625,22.3049934,(null)
2-10,-399.945,20.8399934,(null)
2-102,-59.72,15.7299935,(null)
2-22,-3254.918125,20.5899934,(null)
2-70,-74.93625,15.6699935,(null)
389-1,-1989.7525,13.6299936,0.548419952
389-17,-2419.17625,12.9599936,0.480365962
389-33,-4772.1275,12.0649936,0.300449431
389-37,-4612.651875,12.1799936,0.32141301
389-57,-4339.460976,11.0999937,0.190978944
3-46,-1268.5375,21.9799934,(null)
3-50,-1113.82625,22.0499934,(null)
412-57,-231.208125,22.3499934,0.183655784
43-2,-61.406875,22.6299934,(null)
43-42,-1179.988125,22.2299934,(null)
43-46,-1786.741875,22.0099934,(null)
45-18,-147.74625,18.3399935,(null)
51-10,-111.978125,23.5599934,(null)
5-14,-112.6425,23.2999934,(null)
5-26,-100.521875,22.1699934,(null)
66-6,-156.4625,23.5799934,(null)
66-78,-140.171875,21.0699934,(null)
69-62,-2550.48375,16.4499935,(null)
69-74,-65.6575,15.5699936,(null)
69-78,-58.78625,15.5299936,(null)
6-30,-3360.0275,20.4649934,(null)
6-38,-1723.466875,19.2099935,(null)
6-46,-151.715625,18.1549935,(null)
6-82,-56.135625,15.7699935,(null)
77-2,-155.91125,20.6999934,(null)
77-30,-3798.673125,19.8299935,(null)
77-70,-70.745,15.6499936,(null)
82-78,-140.7975,21.5199934,(null)
83-94,-73.231875,15.3999936,(null)
9-22,-75.33625,15.6299936,(null)
9-6,-65.30125,15.5699936,(null)
143-14,0.1121,(null),(null)
143-19,0.1121,(null),(null)
143-39,0.1121,(null),(null)
150-29,0.1121,(null),(null)
150-33,0.1121,(null),(null)
150-49,0.1121,(null),(null)
150-54,0.1121,(null),(null)
150-59,0.1121,(null),(null)
150-70,0.1121,(null),(null)
150-72,0.1121,(null),(null)
1-11,0.1121,(null),(null)
1-32,0.1121,(null),(null)
249-1,0.1121,14.0190892,(null)
249-13,0.1121,14.4674479,(null)
249-17,0.1121,14.5725557,(null)
249-9,0.1121,14.1928326,0.448239625
264-1,0.1121,14.9451101,0.301761419
2-103,0.1121,(null),(null)
2-11,0.1121,(null),(null)
2-23,0.1121,(null),(null)
2-27,0.1121,(null),(null)
2-43,0.1121,(null),(null)
2-52,0.1121,(null),(null)
2-7,0.1121,(null),(null)
390-61,0.1121,16.6522795,0.682458818
413-49,-149.7527298,20.6077544,0.302889645
413-61,-83.86306527,19.8672315,0.367026925
413-65,-72,19.5082284,0.625152528
414-9,-57.90430009,19.2448488,0.532705367
415-25,-5549.232213,18.0079488,0.15942724
415-85,-5550.146573,18.9052788,0.130166844
416-61,-4980.33046,18.796178,0.144670293
417-45,-137.8391913,25.3021753,0.093590654
417-9,-923.381886,26.1456753,0.08834441
418-41,-112,22.2948265,2.319380999
418-45,-129.0793305,21.0816428,0.813489079
6-11,0.1121,(null),(null)
6-16,0.1121,(null),(null)
6-31,0.1121,(null),(null)
6-63,0.1121,(null),(null)
6-7,0.1121,(null),(null)
6-83,0.1121,(null),(null)
428-13,-762.0148894,15.4076051,0.306400895
422-1,-150.8510139,13.2890549,0.678190649
438-61,-42.68166408,27.3814247,0.41906476
426-49,-291.1083758,20.7709885,0.318314314
428-33,-4110.080694,15.2139567,0.333273321
431-65,-462.8563775,20.3064662,0.542459249
422-53,-4643.411584,10.3719515,(null)
438-57,-56.47057752,27.2710227,0.254839659
422-57,-4428.925729,10.2532139,0.24403806
445-61,-4445.533949,12.34326195,0.300487638
445-45,-4794.771697,13.94295383,0.416222692
442-1,-179.9747354,22.37748892,(null)
441-65,-143.1757303,23.25114064,0.155901313
74-29,-1490.329713,14.46,0.512400448
309-33,-73.115625,22.09,0.385782868
