TRIP_CODE,SAMPLEDEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
PHB20090819,WC,0.028,0,0.062,0.008,,0,0,0.048,0,0.016,0.053,0.011,0,0.03,0.009,0.057,0,0,0.023,0,0,0.029,0,0.003,0.01,0,0,0,0,0.103,0.103,0,0.475,0.475,0,0,0,0,,,0.022,0,1,
KAI20081110,100,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample lost at Flinders
KAI20081211,WC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample lost at Flinders
KAI20091215,WC,0.01,0,0.021,0,,0,0,0.017,0,0.011,0.009,0.003,0,0.007,0.002,0.039,0,0,0.006,0,0,0.002,0,0.001,0.015,0,0,0,0,0.041,0.041,0.009,0.214,0.223,0,0,0,0,,,0.006,0,4,volume not recorded
ESP20111130,WC,0.021,0,0.028,0,,0.008,0,0,0,0.021,0.036,0.004,0,0.014,0.005,0.054,0.008,0,0.018,0,0.003,0.003,0,0.005,0.035,0,0,0,0,0.045,0.045,0.008,0.24,0.248,0,0,0,0,,,0.013,0,1,
YON20141014,0,0.029,0,0.065,0,,0.019,0,0.005,0,0.037,0.139,0.001,0,0.002,0.002,0.043,0,0,0.045,0,0,0,0,0.016,0.071,0,0,0,0.007,0.018,0.025,0.06,0.589,0.649,0,0,0,0,,,0.039,0,1,
ROT20091222,20,0.013,0,0.02,0,,0,0,0,0,0.013,0.031,0.002,0,0.004,0.003,0.04,0,0,0.017,0,0,0.005,0,0,0.025,0,0,0,0,0.016,0.016,0,0.157,0.157,0,0,0,0,,,0.011,0,1,
ROT20100315,40,0.03,0,0.06,0,,0,0,0.006,0,0.017,0.117,0.006,0,0.014,0.004,0.057,0,0,0.022,0,0,0.004,0,0,0.019,0,0,0,0,0.044,0.044,0,0.334,0.334,0,0,0,0,,,0.013,0,1,
ROT20130221,40,0.017,0,0.025,0.003,,0,0,0,0,0.008,0.022,0.003,0,0.007,0,0.028,0,0,0.004,0,0.003,0.003,0,0,0.018,0,0,0,0,0.045,0.045,0.006,0.222,0.228,0,0,0,0,,,0.007,0,1,
ROT20120504,WC,0.052,0,0.055,0.008,,0,0,0.005,0,0.042,0.071,0.01,0,0.018,0.006,0.114,0.01,0,0.02,0,0,0.013,0,0,0.038,0,0,0,0,0.081,0.081,0.02,0.46,0.48,0,0,0,0,,,0.025,0,1,
NSI20110816,20,0,0,0.01,0,,0,0,0,0,0.02,0.013,0,0,0,0,0.042,0,0,0.01,0,0,0,0,0.005,0.026,0,0,0,0,0.011,0.011,0.008,0.141,0.149,0,0,0,0,,,0.005,0,2,station start time used
YON20090909,WC,0.014,0,0.017,0,,0,0,0,0,0.008,0.043,0,0,0,0.002,0.026,0,0,0.017,0,0,0,0,0,0.048,0,0,0,0,0,0,0.028,0.169,0.197,0,0,0,0,,,0.016,0,1,
YON20100119,8,0,0,0.006,0,,0,0,0,0,0.006,0.009,0,0,0,0,0.018,0,0,0.01,0,0,0,0,0,0.12,0,0,0,0,0,0,0.078,0.111,0.189,0,0,0,0,,,0.021,0,1,
YON20120918,8,0.018,0,0.033,0,,0.007,0,0,0,0.019,0.043,0,0,0,0.003,0.028,0,0,0.02,0,0,0,0,0,0.071,0,0,0,0.006,0.013,0.019,0.048,0.192,0.24,0,0,0,0,,,0.017,0,1,
YON20130611,26,0.044,0,0.066,0.01,,0,0,0,0,0.042,0.177,0.005,0,0.016,0.003,0.099,0,0,0.02,0,0,0.003,0,0,0.048,0,0,0,0,0.054,0.054,0,0.656,0.656,0,0,0,0,,,0.03,0,2,winch gauge problems actual depth deeper
NIN20120226,40,0.045,0,0.041,0.012,,0,0,0.012,0,0.019,0.103,0.005,0,0.012,0.003,0.052,0.011,0,0.01,0,0,0.004,0,0,0.044,0,0,0,0,0.054,0.054,0.032,0.398,0.43,0,0,0.078,0,,,0.034,0,1,
DAR20140906_0330,WC,0.014,0,0.023,0,,0.015,0,0,0,0.006,0.058,0.003,0,0.009,0.004,0.02,0.007,0,0.015,0,0,0.004,0,0,0.082,0,0,0,0,0.027,0.027,0,0.306,0.306,0,0,0,0,,,0.02,0,1,
DAR20140906_0330,24,0.015,0,0.023,0,,0.02,0,0,0,0.007,0.056,0.004,0,0.01,0.004,0.026,0.006,0,0.012,0,0,0.003,0,0,0.07,0,0,0,0,0.028,0.028,0,0.259,0.259,0,0,0,0,,,0.017,0,1,Changed box of filters (MN GF-5 Q 47mm) noticeable reduction in filter speed
PHB20140427,25,0.067,0,0.094,0,,0.018,0,0.012,0,0.045,0.058,0.017,0,0.038,0.007,0.095,0.008,0,0.014,0,0,0.033,0,0,0.066,0.006,0,0,0.008,0.164,0.172,0.067,0.716,0.783,0,0,0,0,,,0.044,0,1,3975ml
ESP20120229,20,0.026,0,0.035,0,,0.018,0,0.009,0,0.027,0.046,0.003,0,0.008,0.002,0.063,0.006,0,0.015,0,0,0.003,0,0.003,0.025,0,0,0,0,0.038,0.038,0.01,0.286,0.296,0,0,0,0,,,0.01,0,1,
PHB20141021,15,0.15,0,0.335,0,,0.301,0.137,0.067,0,0.038,0.445,0.01,0,0.024,0.007,0.127,0.011,0,0.087,0,0,0.021,0,0.006,0.007,0,0,0,0,0.093,0.093,0,1.535,1.535,0,0,0,0,,,0.041,0,1,
PHB20141208,15,0.041,0,0.072,0,,0.021,0,0.01,0,0.022,0.014,0.004,0,0.01,0.004,0.055,0.004,0,0.026,0,0,0.002,0,0.002,0.03,0,0,0,0,0.043,0.043,0.01,0.522,0.532,0,0,0,0,,,0.019,0,1,
MAI20111214,82,0,0,0.005,0.002,,0,0.041,0,0,0.003,0.013,0.002,0,0.009,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.024,0,0.058,0.058,0,0,0,0,,,0.005,0,1,
NSI20130706,WC,0.02,0,0.035,0,,0.01,0,0,0,0.015,0.029,0,0,0,0,0.035,0,0,0.006,0,0,0,0,0,0.046,0,0,0,0.016,0.019,0.035,0.07,0.2,0.27,0,0,0,0,,,0.016,0,1,
NSI20130913,WC,0.01,0,0,0,,0.007,0,0,0,0.006,0.014,0.003,0,0,0,0.015,0,0,0.003,0,0,0,0,0,0.038,0.003,0,0,0,0.017,0.017,0.011,0.143,0.154,0,0,0,0,,,0.007,0,0,
NSI20121017,20,0.023,0,0.034,0,,0.017,0,0,0,0.014,0.026,0.019,0,0.026,0.011,0.026,0,0,0.005,0,0.007,0.003,0,0,0.069,0.033,0,0,0,0.096,0.096,0,0.335,0.335,0,0,0,0,,,0.015,0,1,
YON20100224,26,0.02,0,0,0.035,,0,0,0.008,0,0.017,0.052,0.003,0,0.003,0.002,0.051,0,0,0.016,0,0,0,0,0,0.129,0,0,0,0,0.04,0.04,0.02,0.408,0.428,0,0.006,0,0,,,0.032,0,1,
YON20100729,26,0,0,0,0.009,,0,0,0,0,0.007,0.015,0,0,0,0.002,0.019,0,0,0.006,0,0,0,0,0,0.098,0,0,0,0,0.009,0.009,0.053,0.116,0.169,0,0,0,0,,,0.017,0,1,
NSI20141223,WC,0.042,0,0.034,0,,0.017,0,0,0,0.028,0.05,0.001,0,0.002,0.001,0.035,0,0,0.009,0,0,0,0,0.004,0.048,0,0,0,0,0.035,0.035,0.046,0.195,0.241,0,0,0,0,,,0.012,0,1,
NSI20140623,20,0.006,0,0.018,0,,0,0,0,0,0.006,0.051,0,0,0,0,0.013,0,0,0.005,0,0.001,0,0,0,0.028,0,0,0,0,0.017,0.017,0.012,0.23,0.242,0,0,0,0,,,0.007,0,1,
NSI20150119,WC,0.206,0,0.162,0,,0.263,0.081,0,0,0.037,0.463,0.002,0,0.003,0.003,0.039,0.004,0,0.035,0,0,0,0,0.009,0.033,0,0,0,0,0.017,0.017,0.02,0.637,0.657,0,0,0,0,,,0.015,0,1,
MAI20110223,20,0.024,0,0.036,0.011,,0.013,0,0.016,0,0.02,0.024,0.018,0,0.046,0.032,0.065,0,0,0.022,0,0.007,0.011,0,0.004,0.019,0,0,0,0,0.131,0.131,0,0.466,0.466,0,0,0,0,,,0.022,0,1,
MAI20121017,WC,0.089,0,0.212,0,,0.16,0.197,0,0,0.012,0.412,0.013,0,0.037,0.009,0.056,0,0,0.053,0,0.003,0.009,0,0,0.006,0,0,0,0,0.129,0.129,0,1.323,1.323,0,0,0.159,0,,,0.034,0,1,
MAI20130424,20,0.031,0,0.061,0,,0.012,0,0.013,0,0.019,0.026,0.009,0,0.021,0.01,0.058,0.004,0,0.014,0,0,0.025,0,0,0.096,0,0,0,0,0.085,0.085,0.005,0.373,0.378,0,0,0,0,,,0.014,0,1,
DAR20120115_0540,6,0,0,0.058,0.034,,0,0,0,0,0,0.27,0.009,0,0.024,0.009,0.018,0,0,0.03,0,0,0.016,0,0,0.147,0,0,0,0,0.08,0.08,0,0.792,0.792,0,0,0,0,,,0.061,0,0,
NSI20110623,20,0.07,0,0.095,0,,0.072,0.064,0,0,0.034,0.218,0.005,0,0.004,0.002,0.07,0,0,0.043,0,0.002,0,0,0.008,0.045,0.007,0,0,0,0.024,0.024,0.017,0.669,0.686,0,0,0,0,,,0.023,0,1,
NSI20110623,WC,0.059,0,0.068,0,,0.036,0,0,0,0.031,0.184,0.005,0,0.004,0,0.058,0,0,0.025,0,0,0,0,0.009,0.039,0.004,0,0,0,0.023,0.023,0.021,0.55,0.571,0,0,0,0,,,0.019,0,2,station start time used
NSI20111116,57,0.011,0,0.013,0,,0.006,0,0,0,0.004,0.026,0.005,0,0.005,0,0.012,0,0,0.003,0,0,0,0,0,0.004,0.006,0,0,0,0.024,0.024,0,0.09,0.09,0,0,0,0,,,0.003,0,0,
NSI20120620,WC,0.038,0,0.055,0,,0.007,0,0,0,0.029,0.06,0.006,0,0.012,0.002,0.057,0,0,0.01,0,0,0.007,0,0,0.029,0.004,0,0,0.006,0.058,0.064,0.038,0.407,0.445,0,0,0,0,,,0.016,0,1,
YON20110908,WC,0.014,0,0.018,0,,0.015,0,0.006,0,0.01,0.023,0.003,0,0.004,0.004,0.038,0,0,0.011,0,0.002,0,0,0,0.103,0,0,0,0,0.023,0.023,0.047,0.325,0.372,0,0,0,0,,,0.032,0,1,
YON20120726,8,0.016,0,0.015,0.004,,0,0,0,0,0.009,0.022,0,0,0,0,0.031,0,0,0.011,0,0,0,0,0,0.038,0,0,0,0,0.012,0.012,0.004,0.173,0.177,0,0,0,0,,,0.009,0,1,
KAI20110718,20,0.048,0,0.075,0.007,,0,0,0.008,0,0.055,0.074,0.016,0,0.034,0.007,0.118,0,0,0.02,0,0.006,0.023,0,0.011,0.083,0,0,0,0,0.129,0.129,0.067,0.635,0.702,0,0,0,0,,,0.038,0,1,
ROT20140519,WC,0.039,0,0.042,0,,0.015,0,0.006,0,0.026,0.037,0.015,0,0.024,0.006,0.064,0.003,0,0.021,0,0.005,0.006,0,0.004,0.044,0.016,0,0,0,0.091,0.091,0.009,0.366,0.375,0,0,0,0,,,0.014,0,1,Composite
ROT20140624,20,0.071,0,0.09,0,,0.054,0,0.004,0,0.038,0.171,0.008,0,0.017,0.004,0.08,0.004,0,0.027,0,0,0.01,0,0,0.021,0,0,0,0,0.06,0.06,0.009,0.546,0.555,0,0,0,0,,,0.014,0,1,
MAI20091207,80,0,0,0.005,0,,0,0,0,0,0,0.021,0,0,0,0,0.006,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.056,0,0,0,0,,,0,0,2,
MAI20100330,WC,0.023,0,0,0.031,,0.174,0,0.007,0,0.017,0.154,0.005,0,0.008,0.004,0.035,0,0,0.024,0,0,0.028,0,0.004,0.023,0,0,0,0,0.035,0.035,0,0.385,0.385,0,0,0,0,,,0.014,0,1,
MAI20110812,85,0.014,0,0.017,0,,0.011,0,0,0,0.013,0.047,0.004,0,0.011,0.003,0.021,0,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0.036,0.036,0,0.163,0.163,0,0,0,0,,,0.007,0,1,
MAI20121017,20,0.086,0,0.305,0,,0.45,0.227,0,0,0.015,0.378,0.014,0,0.041,0.014,0.066,0,0,0.09,0,0.005,0.011,0,0.007,0.008,0,0,0,0,0.121,0.121,0,1.533,1.533,0,0,0.165,0,,,0.044,0,1,
MAI20130924,WC,0.09,0,0.126,0,,0.017,0,0.017,0,0.045,0.101,0.019,0,0.052,0.012,0.17,0,0,0.051,0,0.008,0.038,0,0.007,0.017,0,0,0,0,0.176,0.176,0,0.907,0.907,0,0,0,0,,,0.027,0,0,
ROT20110324,20,0.039,0,0.042,0,,0.056,0.089,0,0,0.019,0.06,0,0,0.006,0.002,0.062,0,0,0.02,0,0,0.005,0,0,0.043,0,0,0,0,0.022,0.022,0.017,0.232,0.249,0,0,0,0,,,0.015,0,1,
ROT20110826,20,0.022,0,0.043,0.004,,0,0,0.015,0,0.024,0.047,0.01,0,0.018,0.006,0.051,0.008,0,0.015,0,0.003,0.021,0,0.003,0.029,0.003,0,0,0,0.077,0.077,0,0.385,0.385,0,0,0,0,,,0.02,0,1,
DAR20120115_0335,6,0,0,0.038,0.028,,0,0,0,0,0,0.217,0.007,0,0.015,0.006,0.014,0,0,0.019,0,0,0.008,0,0,0.116,0,0,0,0,0.042,0.042,0,0.592,0.592,0,0,0,0,,,0.043,0,0,
MAI20101027,80,0,0,0.03,0,,0,0,0,0,0,0.154,0,0,0.005,0,0.005,0,0,0.019,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,,,0.009,0,2,
MAI20111005,85,0.008,0,0.028,0,,0.02,0.12,0,0,0.02,0.087,0.014,0,0.04,0.007,0.047,0,0,0.01,0,0,0.009,0,0,0.005,0,0,0,0,0.095,0.095,0,0.415,0.415,0,0,0,0,,,0.016,0,2,station start time used
MAI20120524,85,0.018,0,0.048,0.002,,0,0,0.01,0,0.029,0.027,0.013,0,0.025,0.006,0.057,0,0,0.007,0,0,0.023,0,0,0.012,0.003,0,0,0,0.112,0.112,0,0.384,0.384,0,0,0,0,,,0.019,0,2,WQM  time estimate
MAI20130424,85,0.058,0,0.091,0,,0.025,0,0.02,0,0.03,0.077,0.014,0,0.036,0.011,0.108,0,0,0.014,0,0.002,0.035,0,0,0.008,0,0,0,0,0.14,0.14,0.004,0.665,0.669,0,0,0,0,,,0.025,0,1,
ROT20120504,40,0.065,0,0.055,0,,0.026,0,0,0,0.033,0.104,0.008,0,0.019,0.004,0.103,0.006,0,0.013,0,0,0.012,0,0,0.035,0,0,0,0,0.084,0.084,0.02,0.5,0.52,0,0,0,0,,,0.027,0,1,
NSI20110915,57,0,0,0.003,0,,0,0,0,0,0,0.026,0.003,0,0,0,0,0,0,0.002,0,0,0,0,0,0.004,0.005,0,0,0,0.006,0.006,0,0.073,0.073,0,0,0,0,,,0.003,0,1,
PHB20150225,WC,0.114,0,0.078,0,,0.103,0,0.017,0,0.044,0.144,0.006,0,0.012,0.007,0.128,0.004,0,0.021,0,0.002,0.004,0,0.001,0.019,0.009,0,0,0.006,0.04,0.046,0.021,0.427,0.448,0,0,0,0,,,0.016,0,0,
NSI20150512,0,0.056,0,0.054,0,,0.048,0,0.005,0,0.042,0.042,0.003,0,0.005,0.002,0.104,0.005,0,0.019,0,0.002,0,0,0.005,0.059,0,0,0,0,0.026,0.026,0.033,0.342,0.375,0,0,0,0,,,0.016,0,0,
NSI20130520,57,0.063,0,0.043,0,,0.019,0,0,0,0.02,0.115,0.008,0,0.008,0.003,0.038,0.003,0,0.017,0,0.003,0.003,0,0.003,0.019,0.012,0,0,0.002,0.044,0.046,0.016,0.356,0.372,0,0,0,0,,,0.013,0,0,
NSI20130706,20,0.034,0,0.042,0,,0.027,0,0,0,0.015,0.035,0,0,0,0,0.036,0,0,0.007,0,0.003,0,0,0,0.071,0,0,0,0.012,0.019,0.031,0.082,0.228,0.31,0,0,0,0,,,0.018,0,1,
YON20100909,8,0,0,0,0.006,,0,0,0,0,0.008,0.011,0,0,0,0.001,0.017,0,0,0.008,0,0,0,0,0,0.103,0,0,0,0,0.013,0.013,0.057,0.091,0.148,0,0,0,0,,,0.018,0,1,
YON20111027,26,0.008,0,0.011,0,,0,0,0,0,0.01,0.011,0,0,0,0.002,0.023,0,0,0.006,0,0,0,0,0,0.07,0,0,0,0,0,0,0.033,0.1,0.133,0,0,0,0,,,0.015,0,2,WC time used
YON20120604,WC,0.025,0,0.023,0,,0,0,0,0,0.015,0.023,0,0,0,0,0.041,0,0,0.01,0,0,0,0,0,0.06,0,0,0,0,0.017,0.017,0,0.224,0.224,0,0,0,0,,,0.012,0,1,
NIN20120509,20,0.021,0,0.031,0,,0.006,0,0,0,0.013,0.029,0.005,0,0.011,0.002,0.027,0.006,0,0.008,0,0,0.006,0,0,0.062,0,0,0,0,0.059,0.059,0.048,0.307,0.355,0,0,0,0,,,0.023,0,1,
KAI20090601,20,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample lost at Flinders
KAI20110123,40,0.016,0,0.022,0,,0,0,0.013,0,0.011,0.022,0,0,0.004,0,0.025,0,0,0.005,0,0,0,0,0,0.067,0,0,0,0.007,0.022,0.029,0.061,0.164,0.225,0,0,0,0,,,0.013,0,2,
NSI20150528,57,0.015,0,0.023,0,,0.009,0,0.008,0,0.025,0.041,0.004,0,0.006,0.001,0.051,0,0,0.013,0,0,0.008,0,0.003,0.022,0,0,0,0,0.022,0.022,0.024,0.242,0.266,0,0,0,0,,,0.009,0,0,
ESP20130314,WC,0.042,0,0.048,0,,0.009,0,0,0,0.021,0.05,0.002,0,0.003,0.001,0.087,0.005,0,0.022,0,0.003,0.005,0,0.007,0.039,0,0,0,0,0.015,0.015,0.011,0.367,0.378,0,0,0,0,,,0.016,0,1,
NSI20100618,WC,0.058,0,0,0,,0.288,0,0,0,0.029,0.165,0.004,0,0.007,0.001,0.063,0.004,0,0.021,0,0,0.004,0,0.005,0.026,0,0,0,0,0.034,0.034,0.011,0.305,0.316,0,0,0,0,,,0.016,0,2,station start time used
MAI20090716,80,0.012,0,0.014,0.008,,0,0,0,0,0.016,0.034,0.006,0,0.017,0.004,0.025,0,0,0.005,0,0,0.006,0,0,0.007,0,0,0,0,0.05,0.05,0.004,0.197,0.201,0,0,0,0,,,0.01,0,2,station start time used
MAI20100330,84,0,0,0,0,,0,0,0,0,0.011,0.011,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.044,0,0,0,0,,,0,0,1,
MAI20110328,20,0.052,0,0.087,0,,0.033,0,0.019,0,0.041,0.059,0.02,0,0.048,0.016,0.117,0,0,0.023,0,0.006,0.028,0,0.003,0.023,0,0,0,0,0.182,0.182,0,0.701,0.701,0,0,0,0,,,0.027,0,1,
MAI20110328,WC,0.04,0,0.067,0,,0.014,0,0.015,0,0.023,0.048,0.011,0,0.025,0.009,0.082,0,0,0.022,0,0.005,0.032,0,0.005,0.025,0,0,0,0,0.132,0.132,0,0.54,0.54,0,0,0,0,,,0.021,0,2,station start time used
ROT20100315,WC,0.016,0,0.019,0.008,,0,0,0.007,0,0.014,0.072,0.006,0,0.01,0.004,0.048,0,0,0.018,0,0,0.004,0,0,0.023,0,0,0,0,0.043,0.043,0,0.277,0.277,0,0,0,0,,,0.012,0,1,
KAI20150408,100,0.006,0,0.01,0.005,,0,0,0,0,0.031,0.014,0.002,0,0.003,0.001,0.016,0,0,0.003,0,0,0,0,0,0.006,0,0,0,0.005,0.022,0.027,0.016,0.084,0.1,0,0,0,0,,,0.008,0,0,
MAI20150421,85,0.05,0,0.069,0,,0.022,0,0.031,0,0.026,0.071,0.006,0,0.017,0.003,0.101,0.004,0,0.015,0,0,0.024,0,0,0.003,0,0,0,0,0.059,0.059,0,0.459,0.459,0,0,0,0,,,0.012,0,0,
ROT20150224,WC,0.014,0,0.017,0,,0.006,0,0.003,0,0.017,0.022,0.002,0,0.006,0.003,0.031,0,0,0.014,0,0.005,0.004,0,0.007,0.022,0.003,0,0,0,0.024,0.024,0.007,0.146,0.153,0,0,0,0,,,0.006,0,0,
ROT20110826,WC,0.014,0,0.031,0.005,,0,0,0.012,0,0.02,0.054,0.008,0,0.016,0.006,0.041,0.004,0,0.018,0,0.004,0.017,0,0.004,0.026,0.005,0,0,0,0.054,0.054,0,0.33,0.33,0,0,0,0,,,0.014,0,1,
ROT20110923,20,0.012,0,0.016,0.002,,0,0,0,0,0.015,0.014,0.002,0,0.004,0.003,0.029,0,0,0.009,0,0,0,0,0,0.076,0,0,0,0,0.025,0.025,0.054,0.13,0.184,0,0,0,0,,,0.014,0,1,
DAR20130617_0800,23.8,0.029,0,0.055,0.016,,0,0,0,0,0,0.143,0.01,0,0.034,0.007,0.033,0,0,0.017,0,0,0.014,0,0,0.121,0,0,0,0,0.098,0.098,0,0.709,0.709,0,0,0,0,,,0.048,0,0,
NIN20110501,WC,0.008,0,0.025,0,,0.016,0,0.008,0.124,0.018,0.051,0.003,0,0.007,0.003,0.048,0.007,0,0.01,0,0,0.004,0,0,0.093,0,0,0,0.004,0.038,0.042,0.059,0.342,0.401,0,0,0,0,,,0.038,0,1,
MAI20150526,85,0.01,0,0.035,0,,0,0,0,0,0.018,0.023,0.006,0,0.014,0.004,0.042,0,0,0.006,0,0,0.017,0,0,0.003,0,0,0,0,0.061,0.061,0,0.27,0.27,0,0,0,0,,,0.01,0,0,
ROT20150507,0,0.034,0,0.046,0,,0.008,0,0.019,0,0.026,0.028,0.003,0,0.01,0.002,0.044,0.004,0,0.016,0,0.003,0.009,0,0.005,0.019,0,0,0,0,0.039,0.039,0.013,0.271,0.284,0,0,0,0,,,0.011,0,0,
PHB20111206,25,0.015,0,0.018,0.004,,0,0,0.009,0,0.009,0.021,0.004,0,0.007,0.002,0.037,0,0,0.008,0,0,0,0,0,0.03,0,0,0,0,0.029,0.029,0.009,0.161,0.17,0,0,0,0,,,0.012,0,1,
KAI20100419,105,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample not taken
ESP20110512,20,0.063,0,0.092,0,,0.036,0,0.033,0,0.044,0.078,0.012,0,0.021,0.007,0.149,0.011,0,0.025,0,0.005,0.034,0,0.012,0.048,0,0,0,0,0.113,0.113,0.011,0.72,0.731,0,0,0,0,,,0.034,0,1,
NSI20100121,WC,0,0,0.012,0,,0,0,0,0,0.012,0.02,0.004,0,0.007,0.002,0.03,0,0,0.006,0,0,0,0,0,0.053,0,0,0,0,0.039,0.039,0,0.194,0.194,0,0,0,0,,,0.009,0,2,station start time used
NSI20101115,WC,0,0,0,0.007,,0,0,0,0,0.008,0.01,0.004,0,0.004,0,0.02,0.004,0,0.006,0,0,0,0,0,0.069,0.003,0,0,0,0.027,0.027,0.031,0.119,0.15,0,0,0,0,,,0.015,0,2,station start time used
NSI20101215,WC,0.016,0,0.017,0,,0.008,0,0,0,0.029,0.029,0.002,0,0.003,0,0.038,0,0,0.006,0,0,0,0,0.004,0.029,0,0,0,0,0.019,0.019,0.021,0.145,0.166,0,0,0,0,,,0.009,0,2,station start time used
MAI20090820,WC,0.017,0,0.039,0.008,,0,0,0.005,0,0.018,0.073,0.008,0,0.017,0.005,0.034,0,0,0.011,0,0,0.007,0,0,0.01,0,0,0,0,0.058,0.058,0,0.365,0.365,0,0,0,0,,,0.011,0,1,
MAI20141208,20,0.075,0,0.117,0,,0.014,0,0.016,0,0.03,0.076,0.012,0,0.029,0.01,0.178,0.006,0,0.059,0,0.004,0.055,0,0.008,0.008,0.002,0,0,0,0.111,0.111,0,0.809,0.809,0,0,0,0,,,0.03,0,1,4 samples in dewar 2 pos 5 box 208
ROT20141216,40,0.019,0,0.02,0,,0.004,0,0,0,0.023,0.024,0.001,0,0.002,0.001,0.03,0.002,0,0.013,0,0.001,0.002,0,0.003,0.015,0,0,0,0,0.02,0.02,0.024,0.119,0.143,0,0,0,0,,,0.007,0,1,
KAI20110319,90,0.032,0,0.019,0,,0,0,0,0,0.031,0.035,0,0,0.003,0,0.019,0.004,0,0.005,0,0,0,0,0,0.007,0,0,0,0.013,0.01,0.023,0.013,0.109,0.122,0,0,0,0,,,0.005,0,2,
ESP20121212,40,0.018,0,0.04,0,,0.016,0,0,0,0.023,0.049,0.006,0,0.013,0.006,0.045,0,0,0.014,0,0.003,0.007,0,0,0.029,0.003,0,0,0,0.052,0.052,0.035,0.308,0.343,0,0,0,0,,,0.013,0,1,
NSI20090916,WC,0.022,0,0,0.007,,0.065,0,0,0,0.023,0.049,0.006,0,0.01,0.002,0.035,0,0,0.01,0,0,0,0,0.004,0.022,0.008,0,0,0,0.042,0.042,0.004,0.209,0.213,0,0,0,0,,,0.006,0,2,station start time used
MAI20090506,WC,0.038,0,0.048,0.003,,0,0,0.009,0,0.026,0.022,0.011,0,0.027,0.008,0.059,0,0,0.013,0,0,0.016,0,0,0.02,0,0,0,0,0.111,0.111,0.009,0.388,0.397,0,0,0,0,,,0.018,0,1,
MAI20110725,20,0.051,0,0.066,0.005,,0,0,0.017,0,0.051,0.067,0.013,0,0.034,0.011,0.096,0,0,0.022,0,0,0.022,0,0.004,0.013,0,0,0,0,0.12,0.12,0,0.551,0.551,0,0,0,0,,,0.022,0,2,station start time used
MAI20120820,20,0.028,0,0.058,0,,0,0,0.009,0,0.028,0.041,0.011,0,0.022,0.008,0.058,0,0,0.015,0,0,0.013,0,0,0.008,0,0,0,0,0.08,0.08,0,0.408,0.408,0,0,0,0,,,0.012,0,1,
MAI20130611,WC,0.03,0,0.036,0,,0.006,0,0.006,0,0.032,0.034,0.004,0,0.012,0.004,0.042,0,0,0.011,0,0,0.006,0,0,0.004,0,0,0,0,0.038,0.038,0,0.178,0.178,0,0,0,0,,,0.005,0,2,
KAI20141029,WC,0.028,0,0.027,0,,0,0,0.004,0,0.025,0.021,0.004,0,0.011,0.002,0.044,0,0,0.008,0,0,0.001,0,0,0.012,0,0,0,0,0.037,0.037,0.011,0.2,0.211,0,0,0,0,,,0.007,0,1,
DAR20120729_2230,22,0.025,0,0.051,0.022,,0,0,0,0,0,0.171,0,0,0.021,0,0.027,0,0,0.019,0,0,0,0,0,0.09,0,0,0,0,0.067,0.067,0,0.645,0.645,0,0,0,0,,,0.043,0,0,
NSI20111220,WC,0.006,0,0.007,0.005,,0.007,0,0,0,0.006,0.006,0.014,0,0.006,0.002,0.014,0.005,0,0,0,0,0,0,0,0.057,0.03,0,0,0,0.058,0.058,0.013,0.168,0.181,0,0,0,0,,,0.01,0,1,
DAR20121208_2330,19,0.024,0,0.065,0.021,,0,0,0.011,0,0,0.169,0.006,0,0.017,0.004,0.027,0.009,0,0.022,0,0,0.01,0,0,0.081,0,0,0,0,0.057,0.057,0,0.649,0.649,0,0,0,0,,,0.04,0,1,
PHB20090422,WC,0.021,0,0.027,0,,0,0,0,0,0.028,0.022,0,0,0.007,0,0.047,0,0,0.012,0,0,0.006,0,0,0.028,0,0,0,0,0.039,0.039,0.016,0.208,0.224,0,0,0,0,,,0.016,0,1,
